countryCode,stateProvince,decimalLatitude,decimalLongitude,year
US,Montana,46.2577,-105.5905,2009
US,Montana,45.3997,-105.6538,2009
US,Montana,45.3997,-105.6538,2008
US,Montana,46.2577,-105.5905,2008
US,Montana,45.3997,-105.6538,2009
US,Montana,45.9807,-108.2155,2009
US,Montana,45.9807,-108.2155,2008
US,Montana,46.4348,-106.6363,2008
US,Montana,46.2443,-107.2451,2009
US,Montana,45.3997,-105.6538,2009
US,Montana,45.3516,-107.478,2009
US,Montana,45.3997,-105.6538,2009
US,Montana,46.4348,-106.6363,2009
US,Montana,45.4887,-104.5256,2009
US,Montana,45.3516,-107.478,2008
US,Montana,45.3997,-105.6538,2009
US,Montana,45.197,-109.0228,2008
US,Montana,46.4348,-106.6363,2009
US,Montana,45.5959,-109.4267,2008
US,Montana,47.1196,-112.4763,2009
US,Montana,45.9807,-108.2155,2009
US,Montana,46.4348,-106.6363,2008
US,Montana,45.3997,-105.6538,2009
US,Montana,45.3997,-105.6538,2009
US,Montana,45.9807,-108.2155,2008
US,Montana,45.3997,-105.6538,2009
US,Montana,45.3997,-105.6538,2008
US,Montana,45.9807,-108.2155,2008
US,Montana,45.3997,-105.6538,2009
US,Montana,46.2577,-105.5905,2008
US,Montana,45.5959,-109.4267,2008
US,Montana,45.3997,-105.6538,2009
US,Montana,45.5959,-109.4267,2008
US,Montana,45.3516,-107.478,2008
US,Montana,45.3997,-105.6538,2008
US,Montana,45.5959,-109.4267,2008
US,Montana,45.9807,-108.2155,2008
US,Montana,46.2443,-107.2451,2008
US,Montana,46.3076,-109.2048,2008
US,Montana,45.3997,-105.6538,2008
US,Montana,46.4348,-106.6363,2008
US,Montana,47.034,-113.9172,2008
US,Washington,48.546505,-117.905718,2008
US,California,41.173586216306000,-121.28521709284700,1987
US,California,40.64321222656120,-122.95329144402100,1987
US,California,41.34606171846360,-120.92133095565200,1987
US,California,41.910557124686800,-122.5739262077020,1983
US,Oregon,44.13366484125220,-119.66080610032900,1961
US,Oregon,45.35417769851340,-117.0239581281790,1969
US,Nevada,38.46235266560330,-119.17460153174500,1972
US,Nevada,38.46235266560330,-119.17460153174500,1972
US,Oregon,43.311480500798300,-118.79497077312300,1957
US,California,38.57638390735200,-122.45050928774800,1938
US,Arizona,32.23116559028650,-110.95235258787800,1951
US,Washington,46.919033149845500,-120.90973214659000,1947
US,Nevada,38.46235266560330,-119.17460153174500,1972
US,Texas,32.93810447544040,-98.24713891045460,1974
US,Washington,46.341913027693700,-123.50984397720900,1990
US,Washington,47.02521,-122.03177,1977
US,Washington,46.51972,-123.56023,1977
US,Washington,46.51972,-123.56023,1977
US,Washington,46.967,-121.97826,1977
US,Washington,46.51972,-123.56023,1977
US,Washington,46.75296,-123.64331,1977
US,Washington,46.26471296313840,-123.56034367065800,1976
US,Washington,46.74271,-123.7244,1977
US,Washington,46.77610084324000,-123.50956290740500,1977
US,Washington,46.51972,-123.56023,1977
US,Washington,46.92555899501370,-123.62941905544200,1976
US,Washington,47.07972372591990,-122.0512220094790,1977
US,Washington,46.74581,-123.66057,1977
US,Washington,46.51972,-123.56023,1976
US,Washington,46.74271,-123.7244,1977
US,Washington,46.74581,-123.66057,1976
US,Washington,46.51972,-123.56023,1977
US,Washington,46.51972,-123.56023,1976
US,Washington,46.77610084324000,-123.50956290740500,1977
US,Washington,46.75296,-123.64331,1800
US,Washington,46.75296,-123.64331,1977
US,Washington,47.02521,-122.03177,1977
US,Washington,46.51972,-123.56023,1976
US,Washington,46.75296,-123.64331,1977
US,Washington,46.75296,-123.64331,1977
US,Washington,46.51972,-123.56023,1977
US,Washington,46.51972,-123.56023,1977
US,Washington,46.77610084324000,-123.50956290740500,1976
US,Washington,46.51972,-123.56023,1977
US,Washington,46.74271,-123.7244,1977
US,Washington,46.75296,-123.64331,1977
US,Washington,46.51972,-123.56023,1977
US,Washington,46.17524,-122.72392,1976
US,Washington,46.17524,-122.72392,1977
US,Washington,46.51972,-123.56023,1977
US,Washington,46.75296,-123.64331,1977
US,Washington,48.09047,-124.17206,1976
US,Washington,46.77610084324000,-123.50956290740500,1977
US,Washington,46.75296,-123.64331,1977
US,Washington,47.67911354766750,-122.89785646022300,1977
US,Washington,46.51972,-123.56023,1976
US,Washington,46.75296,-123.64331,1977
US,Washington,48.069978774620200,-124.27906049158700,1976
US,Washington,45.820541491113900,-120.82146564640700,1976
US,Washington,46.74581,-123.66057,1977
US,Washington,47.510004234455200,-123.88677807961100,1800
US,Washington,47.510004234455200,-123.88677807961100,1800
US,Washington,47.510004234455200,-123.88677807961100,1977
US,Washington,48.1212,-123.93673,1976
US,Washington,45.820541491113900,-120.82146564640700,1976
US,Washington,46.76156,-124.00475,1977
US,Washington,47.510004234455200,-123.88677807961100,1977
US,Washington,47.510004234455200,-123.88677807961100,1800
US,Washington,47.510004234455200,-123.88677807961100,1977
US,Washington,46.17524,-122.72392,1976
US,Washington,46.28555260122310,-122.55119872098100,1977
US,Washington,48.15709,-124.12663,1976
US,Washington,47.94743,-124.13852,1976
US,Washington,48.13001,-123.97859,1976
US,Washington,48.18664072751790,-124.06349763076300,1976
US,Washington,48.09765,-123.85404,1977
US,Washington,47.42532517301780,-121.77652203641900,1975
US,Oregon,45.00364721637240,-120.81315043394700,1958
US,Oregon,44.97464790225970,-120.76214862031700,1960
US,Washington,47.037815680011600,-122.90034292010500,1937
US,Washington,47.567223681493000,-121.8884279176590,1951
US,Washington,47.80787173416140,-124.04891875484100,1800
US,Connecticut,41.460008,-73.249544,2017
US,California,38.30584,-123.014444,2017
US,California,37.15051,-121.77828,2017
US,Connecticut,41.555049,-72.811365,2017
US,Connecticut,41.681823,-72.256255,2017
US,Connecticut,41.945313,-71.841233,2017
US,Texas,32.938069,-96.654817,2017
US,Texas,32.845248,-96.685397,2017
US,Texas,32.668889,-96.932222,2017
US,Texas,30.121036,-97.157766,2017
US,Texas,32.991828,-96.605422,2017
US,California,38.306741,-123.015477,2017
US,California,38.04728,-122.746811,2017
US,Connecticut,41.649908,-72.578744,2017
US,Connecticut,41.6894,-72.027458,2017
US,Connecticut,41.661632,-72.03504,2017
US,Connecticut,41.681767,-72.164953,2017
US,Connecticut,41.609074,-72.06604,2017
US,Connecticut,41.643378,-72.048578,2017
US,Connecticut,41.755723,-72.008689,2017
US,California,36.964025,-122.084951,2017
US,Connecticut,41.784724,-72.405952,2017
US,Connecticut,41.424352,-72.81125,2017
US,Connecticut,41.361777,-72.663531,2017
US,Connecticut,41.319075,-72.831333,2017
US,Connecticut,41.392025,-72.656436,2017
US,Connecticut,41.926244,-71.972331,2017
US,Michigan,46.3,-84.48333,2002
US,Connecticut,41.284803,-73.211481,2017
US,Connecticut,41.634312,-72.018629,2017
US,Connecticut,41.421865,-73.25055,2017
US,California,37.989555,-122.541428,2017
CA,British Columbia,49.759889,-123.142091,2015
US,Florida,26.340114,-80.855598,2016
US,California,37.435075,-119.873231,2017
US,Texas,33.063845,-96.937725,2017
US,California,38.306324,-123.01558,2017
US,Texas,31.379369,-100.526242,2017
US,Virginia,38.628056,-78.414719,
US,Virginia,37.097298,-81.336098,
US,California,37.056667,-120.195831,
US,Montana,46.666668,-113.166664,
US,Florida,29.407499,-82.476387,
US,Florida,27.17,-81.900002,
US,Florida,27.799999,-82.699997,
US,Florida,28.083332,-80.599998,
US,Florida,25.700001,-80.400002,
US,West Virginia,38.700001,-79.300003,
US,Mississippi,33.5,-88.599998,
US,Utah,39.483334,-114.033333,
US,New Mexico,32.349998,-104.783333,
US,Texas,31.883333,-104.883331,
US,Tennessee,35.533333,-84.433334,
US,Texas,32.714722,-96.707497,
US,South Carolina,32.479443,-80.334724,
US,Texas,30.633333,-97.683334,
US,Texas,30.358334,-98.099998,
US,Texas,30.358334,-98.099998,
US,New Mexico,31.566668,-108.400002,
US,New Mexico,32.366669,-104.449997,
US,Texas,31.183332,-104.199997,
US,California,33.895279,-117.987503,
MX,Chihuahua,27.0,-104.800003,
MX,Sonora,29.683332,-109.650002,
US,Tennessee,36.183334,-86.783333,
US,Georgia,34.200001,-84.800003,
US,Florida,27.638332,-80.397499,
US,Georgia,31.983334,-81.066666,
US,Florida,29.4,-82.599998,
US,Indiana,39.0,-86.5,
US,Florida,28.799999,-82.199997,
US,Florida,29.799999,-82.099998,
US,Florida,29.6,-82.416664,
US,Idaho,42.799999,-112.900002,
US,New Mexico,32.0,-106.699997,
US,Colorado,39.299999,-105.699997,
US,West Virginia,38.700001,-79.300003,
CA,Saskatchewan,50.700001,-107.900002,
US,Florida,29.700001,-82.599998,
US,Florida,26.9,-82.0,
US,Florida,29.1,-82.300003,
US,Florida,27.700001,-82.5,
US,New Mexico,32.0,-106.699997,
US,Florida,29.683332,-82.566666,
US,Florida,29.799999,-82.099998,
US,Colorado,39.299999,-105.699997,
US,Arkansas,36.0,-93.199997,
US,Colorado,39.299999,-105.699997,
US,Florida,28.799168,-82.070274,
US,Alabama,34.700001,-87.900002,
MX,Aguascalientes,21.799999,-102.300003,
US,Colorado,39.299999,-105.699997,
US,California,32.900002,-117.099998,
US,California,32.900002,-117.099998,
US,California,32.900002,-117.099998,
US,California,32.900002,-117.099998,
US,California,32.900002,-117.099998,
US,Washington,47.0,-118.5,
US,Texas,34.883331,-101.633331,
US,California,35.667338,-118.304043,2017
CA,Ontario,44.555861,-76.275673,2017
US,California,35.669012,-118.305045,2017
US,California,35.669012,-118.305045,2017
US,Connecticut,41.963854,-71.859019,2017
US,Connecticut,41.821225,-71.924566,2017
US,Connecticut,41.844813,-72.18267,2017
US,Connecticut,41.808645,-71.843047,2016
US,Connecticut,41.913342,-71.933339,2017
US,Connecticut,41.833899,-71.96521,2017
US,Connecticut,41.98269,-71.880529,2017
US,Connecticut,41.871252,-71.99643,2017
US,Connecticut,41.843767,-71.994525,2017
US,Connecticut,41.953893,-71.922974,2017
US,Arkansas,35.066002,-94.245691,2016
US,California,37.75581,-119.60156,2017
US,California,36.429658,-119.024711,2017
US,Connecticut,41.558281,-72.906325,2017
US,Arizona,32.35305,-111.100182,2017
US,California,39.155096,-123.582174,2017
US,Georgia,32.654607,-81.961397,2017
US,Connecticut,41.889731,-72.293872,2017
US,Louisiana,30.600066,-93.310062,2016
US,Texas,32.43797,-98.91942,2017
US,California,38.591453,-121.002458,2017
US,California,34.171821,-118.063928,2017
MX,Aguascalientes,21.884871,-102.418327,2017
CA,British Columbia,49.699282,-123.162081,2017
US,California,36.684066,-121.783968,2017
US,Connecticut,41.539396,-73.441283,2017
US,Connecticut,41.577058,-73.565312,2017
US,California,35.224892,-118.559746,2017
US,Texas,26.126768,-97.953473,2017
US,Colorado,40.151583,-105.338338,2017
US,Vermont,43.795683,-73.094063,2017
US,Connecticut,41.327676,-72.399029,2017
US,Connecticut,41.364771,-72.325516,2017
US,Connecticut,41.212801,-72.269346,2017
US,Connecticut,41.704077,-72.314298,2017
US,Connecticut,41.606058,-72.355104,2017
US,Texas,32.786155,-97.09613,2017
US,Connecticut,41.584267,-73.278528,2017
US,California,36.534679,-121.875524,2017
US,Colorado,40.548635,-105.14225,2017
US,California,38.306822,-123.015655,2017
US,Alabama,33.084158,-86.675532,2017
US,Arkansas,34.287024,-92.208231,2016
US,California,37.21184,-121.799326,2017
US,Vermont,44.444408,-73.219143,2017
US,Vermont,44.431924,-73.184819,2017
US,Vermont,44.431883,-73.18514,2017
US,Arizona,32.278758,-111.023431,2015
CA,British Columbia,49.282088,-122.719845,2017
US,Arizona,31.81015,-111.027398,2017
US,Arizona,32.556218,-110.988712,2017
US,Connecticut,41.005442,-73.033212,2017
US,Connecticut,41.838731,-72.63174,2017
US,Connecticut,41.747556,-72.911367,2017
US,Connecticut,41.607176,-72.851198,2017
US,Texas,32.611678,-96.990115,2017
US,Connecticut,41.918485,-72.69978,2017
US,Texas,29.599133,-95.61264,2017
US,Connecticut,41.780013,-73.497127,2016
US,Texas,29.223562,-98.807559,2017
US,Texas,32.777385,-97.124748,2017
US,California,36.536567,-121.912778,2017
US,Texas,27.454665,-97.943115,2011
US,California,36.80918,-121.397353,2017
US,Connecticut,41.47279,-72.472818,2017
US,Connecticut,41.799153,-72.796149,2017
US,California,38.031505,-122.816269,2017
US,California,37.324036,-122.17996,2017
US,Connecticut,41.527491,-72.933405,2017
US,Connecticut,41.52729,-73.39602,2017
US,Texas,29.001872,-95.641522,2017
US,Texas,29.760427,-95.369803,2017
